duration,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,num_failed_logins,root_shell,su_attempted,num_file_creations,num_access_files,same_srv_rate,diff_srv_rate,attack_type
1300,HL7_API,prescriptions,REJ,6723,5380,1,1,1,0,7,79,0.03,0.06,privilege_misuse
3124,PACS,lab_results,S0,4329,3723,0,4,1,1,11,63,0.56,0.1,unauthorized_access
57,HL7_API,lab_results,REJ,4045,5149,1,1,0,0,7,22,0.18,0.2,normal
2366,PACS,prescriptions,SF,1215,1413,0,2,1,1,16,19,0.13,0.43,policy_violation
3483,HL7_API,billing,SF,9325,3767,0,0,0,0,10,24,0.93,0.11,normal
2805,PACS,radiology,REJ,2019,6465,0,2,0,0,12,52,0.2,0.13,credential_sharing
1303,HL7_API,prescriptions,SF,5632,4090,1,2,0,0,3,26,0.27,0.3,credential_sharing
2196,PACS,patient_records,SF,9113,6839,1,4,1,0,9,100,0.25,0.12,credential_sharing
2775,EHR,patient_records,SF,1835,5307,1,2,0,0,14,21,0.09,0.95,audit_log_tampering
1436,HL7_API,prescriptions,REJ,3776,5964,1,5,0,1,5,91,0.04,0.92,credential_sharing
749,PACS,billing,SF,3846,1407,1,4,1,1,17,6,0.0,0.09,credential_sharing
171,PACS,prescriptions,REJ,8520,6810,1,1,0,0,4,34,0.24,0.25,data_modification
3038,EHR,prescriptions,REJ,2849,7563,1,5,1,0,12,85,0.69,0.22,policy_violation
2401,EHR,prescriptions,REJ,6901,4816,0,3,1,1,10,57,0.88,0.17,insider_data_leakage
3542,HL7_API,billing,SF,2024,864,0,5,1,0,8,89,0.57,0.74,audit_log_tampering
2377,EHR,prescriptions,SF,468,5263,0,4,0,0,3,62,0.1,1.0,unauthorized_access
2031,EHR,billing,S0,4585,5631,0,1,0,0,7,82,0.57,0.55,normal
1965,HL7_API,prescriptions,SF,2000,6288,0,3,1,0,11,45,0.76,0.89,policy_violation
1763,EHR,lab_results,REJ,1243,1950,0,4,1,0,20,74,0.95,0.53,unauthorized_access
1,HL7_API,prescriptions,SF,2443,3564,1,2,0,1,11,19,0.47,0.97,credential_sharing
1849,EHR,billing,S0,2855,5792,0,4,0,1,5,47,0.41,0.42,credential_sharing
337,PACS,billing,REJ,6823,6641,0,5,1,1,17,63,0.22,0.81,credential_sharing
548,EHR,lab_results,S0,7339,3429,0,1,1,1,10,35,0.46,0.12,data_modification
2084,EHR,lab_results,S0,7329,5023,0,2,0,0,19,2,0.5,0.8,privilege_misuse
1612,PACS,patient_records,SF,9726,7694,0,2,0,0,7,58,0.21,0.59,data_modification
1897,HL7_API,prescriptions,REJ,5384,6308,1,0,0,0,9,70,0.48,0.57,normal
1138,EHR,prescriptions,SF,5818,6717,1,1,1,0,15,43,0.59,0.11,data_modification
1715,PACS,radiology,S0,9642,5423,0,4,1,1,12,76,0.6,0.64,insider_data_leakage
2153,PACS,patient_records,REJ,5017,2291,0,5,1,1,4,68,0.87,0.06,unauthorized_access
1261,EHR,patient_records,S0,1204,675,1,1,1,1,0,10,0.89,0.98,privilege_misuse
448,PACS,patient_records,REJ,217,2336,0,1,0,0,12,13,0.11,0.15,normal
1880,EHR,lab_results,S0,3113,7521,1,1,1,0,5,28,0.82,0.37,credential_sharing
261,EHR,patient_records,REJ,7467,6069,0,3,1,1,8,72,0.97,0.14,privilege_misuse
2898,EHR,billing,REJ,4017,156,0,4,1,1,4,82,0.6,0.64,insider_data_leakage
2936,HL7_API,lab_results,S0,5958,2062,0,4,1,0,5,100,0.06,0.16,credential_sharing
391,EHR,patient_records,S0,4568,1700,0,3,1,0,20,11,0.42,0.74,policy_violation
2081,PACS,billing,SF,8933,5616,1,4,1,0,1,83,0.08,0.6,audit_log_tampering
1099,HL7_API,prescriptions,REJ,975,2853,1,4,0,0,6,54,1.0,0.57,privilege_misuse
1642,HL7_API,billing,REJ,6093,5245,0,2,1,0,14,60,0.32,0.55,credential_sharing
168,HL7_API,prescriptions,REJ,8372,3338,1,5,1,1,8,67,0.19,0.51,data_modification
3333,EHR,radiology,SF,8381,7400,1,1,0,1,17,74,0.03,0.24,privilege_misuse
141,PACS,prescriptions,REJ,7686,4644,0,3,1,0,20,75,0.5,0.41,unauthorized_access
959,PACS,patient_records,REJ,4053,275,1,5,0,0,12,59,0.89,0.7,policy_violation
482,EHR,lab_results,SF,1531,4288,0,1,0,0,11,7,0.28,0.62,normal
619,EHR,patient_records,S0,5369,3834,1,2,1,1,5,50,0.8,0.85,audit_log_tampering
3080,EHR,patient_records,S0,4392,3993,0,1,1,1,4,96,0.63,0.12,audit_log_tampering
3006,HL7_API,billing,SF,8618,6555,0,4,1,1,6,73,0.26,0.87,data_modification
1564,HL7_API,prescriptions,SF,5380,6142,0,3,1,1,2,91,0.8,0.63,unauthorized_access
570,HL7_API,prescriptions,S0,6462,5337,0,5,0,0,8,50,0.95,0.39,data_modification
171,EHR,lab_results,SF,1595,2833,1,1,0,1,9,73,0.24,0.97,privilege_misuse
3488,PACS,patient_records,REJ,980,1201,1,3,1,1,16,12,0.33,0.88,privilege_misuse
876,PACS,billing,S0,6251,7653,0,2,0,0,10,93,0.11,0.71,policy_violation
1977,HL7_API,patient_records,SF,211,7001,1,5,1,1,18,27,0.05,0.57,insider_data_leakage
2821,HL7_API,radiology,REJ,9141,3387,1,5,0,1,19,65,0.88,0.84,policy_violation
421,EHR,patient_records,S0,2082,5221,1,0,0,0,9,4,0.96,0.12,normal
2282,HL7_API,lab_results,S0,2536,7322,1,5,0,0,10,45,0.08,0.77,policy_violation
1720,EHR,billing,REJ,9786,7556,1,3,1,1,5,94,0.28,0.14,audit_log_tampering
1046,EHR,patient_records,REJ,7144,2095,1,1,0,1,17,39,0.82,0.56,unauthorized_access
2782,PACS,billing,REJ,7469,7248,1,2,0,1,11,21,0.14,0.13,audit_log_tampering
416,PACS,billing,SF,676,2768,1,2,1,0,13,93,0.72,0.54,credential_sharing
2803,EHR,radiology,S0,8237,5629,1,2,0,1,11,87,0.08,0.42,unauthorized_access
2338,HL7_API,patient_records,REJ,9939,4953,0,5,1,0,0,76,0.48,0.02,privilege_misuse
2690,HL7_API,radiology,SF,1873,604,0,5,1,0,8,75,0.31,0.44,privilege_misuse
2425,PACS,prescriptions,REJ,7116,5847,1,1,0,0,19,81,0.52,0.44,normal
2117,PACS,billing,SF,7054,4963,0,4,1,0,1,84,0.48,0.65,audit_log_tampering
668,PACS,radiology,REJ,2660,7271,0,3,1,0,13,14,0.09,0.96,data_modification
2858,HL7_API,radiology,REJ,5273,5681,0,4,1,1,2,15,0.32,0.94,credential_sharing
1481,HL7_API,prescriptions,REJ,1691,3918,1,2,0,1,6,45,0.13,0.16,credential_sharing
3401,EHR,billing,S0,4624,2334,1,2,0,0,1,36,0.07,0.91,audit_log_tampering
160,HL7_API,radiology,S0,6405,7003,0,2,0,0,14,8,0.55,0.58,privilege_misuse
637,HL7_API,billing,SF,9588,4270,0,2,1,0,9,22,0.33,0.34,audit_log_tampering
1206,PACS,lab_results,S0,672,2543,0,2,1,1,14,29,0.37,0.03,policy_violation
2390,EHR,prescriptions,SF,8765,6826,0,2,1,0,6,94,0.65,0.26,policy_violation
177,HL7_API,patient_records,S0,3029,1941,0,1,1,1,11,97,0.84,0.87,data_modification
1867,PACS,patient_records,SF,3371,6743,0,3,0,0,18,31,0.9,0.16,privilege_misuse
2636,PACS,lab_results,SF,8899,6223,1,1,0,1,5,39,0.51,0.86,privilege_misuse
372,EHR,patient_records,REJ,1878,460,1,0,0,0,3,98,0.29,0.31,normal
925,EHR,patient_records,S0,7407,7494,1,1,0,0,4,94,0.58,0.36,audit_log_tampering
2112,PACS,billing,REJ,5475,2324,1,2,0,1,15,37,0.63,0.35,unauthorized_access
2640,EHR,radiology,REJ,2617,2882,1,4,0,1,18,80,0.98,0.23,credential_sharing
1233,EHR,lab_results,REJ,4403,1247,1,5,0,1,6,50,0.31,0.44,policy_violation
843,EHR,lab_results,SF,5008,490,0,4,0,0,9,83,0.63,0.12,unauthorized_access
589,HL7_API,billing,SF,8721,7695,1,4,1,1,15,54,0.92,0.5,data_modification
2203,EHR,radiology,SF,4678,3831,0,1,0,0,17,92,0.09,0.69,normal
2000,HL7_API,lab_results,SF,7768,5442,1,2,1,0,18,2,0.55,0.24,privilege_misuse
625,HL7_API,radiology,REJ,7638,2415,0,1,1,0,6,70,0.74,0.25,audit_log_tampering
994,HL7_API,prescriptions,S0,8832,7944,1,1,1,1,1,33,0.63,0.36,data_modification
67,EHR,lab_results,S0,2504,2722,1,3,0,1,0,32,0.93,0.05,audit_log_tampering
3466,PACS,lab_results,S0,2904,6452,1,5,1,0,9,94,0.57,0.55,audit_log_tampering
1127,HL7_API,billing,S0,8684,1024,0,5,1,0,18,28,0.79,0.54,audit_log_tampering
1081,HL7_API,lab_results,S0,5783,5227,0,1,1,1,8,76,0.9,0.23,policy_violation
1420,PACS,lab_results,S0,1594,6615,1,2,1,1,14,54,0.43,0.59,policy_violation
2729,EHR,radiology,REJ,9386,1940,1,5,0,0,11,48,0.33,0.97,data_modification
2490,EHR,patient_records,REJ,1411,7515,0,4,0,0,8,30,0.75,0.95,policy_violation
2657,PACS,radiology,S0,6577,3184,1,5,0,0,6,44,0.67,0.58,privilege_misuse
684,PACS,lab_results,REJ,4210,2346,0,3,0,1,6,22,0.56,0.43,policy_violation
260,PACS,prescriptions,REJ,6979,4598,1,2,1,1,13,69,0.16,0.76,audit_log_tampering
932,EHR,prescriptions,SF,6380,1248,0,3,1,0,10,38,0.82,0.41,data_modification
1819,HL7_API,billing,S0,6191,6162,1,1,0,1,16,4,0.65,0.04,audit_log_tampering
520,PACS,patient_records,REJ,9209,2665,1,0,0,0,5,97,0.93,0.25,normal
1779,EHR,lab_results,S0,4747,7747,1,4,0,1,12,13,0.17,0.65,insider_data_leakage
3226,EHR,prescriptions,REJ,8938,7382,1,4,1,1,10,23,0.33,0.37,insider_data_leakage
3404,HL7_API,radiology,S0,1829,2541,0,1,0,0,5,56,0.2,0.85,audit_log_tampering
2174,EHR,radiology,REJ,6832,304,1,1,0,0,17,19,0.49,0.38,audit_log_tampering
134,PACS,prescriptions,SF,6605,154,1,4,1,1,18,96,0.95,0.89,data_modification
277,PACS,billing,S0,4990,653,1,2,1,1,17,88,0.22,0.26,privilege_misuse
1413,PACS,lab_results,SF,726,4323,1,0,0,0,13,17,0.56,0.14,normal
3338,PACS,lab_results,S0,6215,2722,1,5,1,0,9,36,0.96,0.99,audit_log_tampering
2308,PACS,billing,SF,737,2740,0,4,1,1,18,3,0.72,0.88,audit_log_tampering
159,EHR,patient_records,REJ,8853,2876,0,3,1,1,1,39,0.75,0.99,privilege_misuse
893,PACS,radiology,S0,8845,644,0,3,0,0,1,29,0.64,0.29,credential_sharing
91,EHR,lab_results,SF,2748,258,1,2,1,0,0,43,0.91,0.44,insider_data_leakage
2279,EHR,billing,SF,5090,7221,1,1,0,1,15,75,0.64,0.63,insider_data_leakage
122,EHR,prescriptions,SF,2860,1536,0,1,0,1,3,9,0.43,0.68,insider_data_leakage
3418,HL7_API,patient_records,S0,3642,7911,0,4,0,1,14,67,0.71,0.79,insider_data_leakage
776,HL7_API,billing,SF,6417,5425,0,5,1,1,9,4,0.77,0.49,insider_data_leakage
976,PACS,patient_records,S0,782,7201,0,5,1,0,12,8,0.22,0.7,insider_data_leakage
2442,EHR,prescriptions,REJ,1870,5400,0,1,0,0,8,15,0.44,0.57,normal
3035,EHR,prescriptions,SF,6912,185,0,5,0,1,3,9,0.58,0.37,policy_violation
1738,HL7_API,prescriptions,S0,517,6537,0,5,1,0,2,56,0.19,0.42,data_modification
3470,EHR,patient_records,S0,9727,2889,1,1,0,0,5,34,0.26,0.73,insider_data_leakage
1773,EHR,lab_results,S0,5089,1760,1,4,0,0,9,40,0.24,0.77,privilege_misuse
1852,HL7_API,radiology,SF,8881,5842,0,1,1,0,10,71,0.43,0.17,unauthorized_access
203,PACS,patient_records,SF,5448,57,0,1,0,0,4,74,0.84,0.38,insider_data_leakage
2735,EHR,prescriptions,S0,8757,5675,1,1,0,0,14,85,0.45,0.87,credential_sharing
519,HL7_API,lab_results,S0,4617,731,1,3,1,1,16,97,0.63,0.86,audit_log_tampering
1083,PACS,radiology,SF,9796,236,0,4,1,1,18,2,0.79,0.4,data_modification
2641,EHR,lab_results,REJ,238,7962,0,1,1,0,14,56,0.88,0.48,data_modification
327,PACS,radiology,SF,2457,7449,1,1,1,1,12,39,0.28,0.67,unauthorized_access
1720,EHR,prescriptions,REJ,5980,6547,0,4,1,1,7,45,0.9,0.44,privilege_misuse
2641,EHR,patient_records,S0,3237,2670,0,3,1,1,9,33,0.28,0.49,data_modification
2526,PACS,lab_results,SF,7851,728,0,1,0,0,1,58,0.3,0.39,data_modification
2961,EHR,prescriptions,S0,2014,894,1,3,0,0,7,78,0.05,0.89,audit_log_tampering
2070,PACS,radiology,SF,5122,4615,0,3,1,0,7,1,0.68,0.76,audit_log_tampering
2862,HL7_API,patient_records,REJ,324,7264,1,2,0,1,12,76,0.56,0.87,privilege_misuse
1108,EHR,billing,S0,5739,2429,0,2,1,0,17,44,0.91,0.58,insider_data_leakage
3188,HL7_API,patient_records,SF,5107,6399,0,1,0,1,8,3,0.51,0.2,policy_violation
1182,HL7_API,billing,S0,811,7675,0,3,1,1,13,22,0.06,0.23,privilege_misuse
339,EHR,billing,SF,5470,6973,0,1,0,0,3,97,0.08,0.79,audit_log_tampering
2336,HL7_API,patient_records,REJ,7272,3590,0,4,1,1,19,17,0.33,0.25,unauthorized_access
581,EHR,prescriptions,SF,8750,7843,0,5,0,0,16,81,0.66,0.5,unauthorized_access
228,PACS,prescriptions,SF,5274,5795,1,2,0,1,17,62,0.35,0.8,privilege_misuse
980,HL7_API,prescriptions,SF,5596,4526,1,1,1,1,16,33,0.13,0.07,credential_sharing
2909,HL7_API,radiology,REJ,1388,4103,1,1,1,0,13,24,0.6,0.68,data_modification
2952,EHR,patient_records,SF,6398,3225,1,4,1,1,19,71,0.02,0.32,data_modification
3119,EHR,lab_results,S0,6384,6890,1,4,1,0,17,67,0.55,0.07,audit_log_tampering
808,PACS,radiology,SF,8954,424,1,3,0,0,1,38,0.31,0.34,privilege_misuse
2210,HL7_API,patient_records,SF,8031,7003,0,5,1,1,20,14,0.46,0.89,policy_violation
566,HL7_API,lab_results,S0,1269,1449,0,3,0,1,17,25,0.97,0.14,audit_log_tampering
3319,HL7_API,radiology,S0,465,5375,0,5,0,0,11,72,0.65,0.39,privilege_misuse
1088,PACS,billing,SF,9069,6381,0,1,1,0,8,54,0.09,0.91,insider_data_leakage
3263,EHR,lab_results,SF,4534,7405,0,3,0,1,20,31,0.59,0.43,credential_sharing
1510,EHR,billing,S0,9866,70,0,0,0,0,12,73,0.22,0.24,normal
441,EHR,prescriptions,S0,3025,2690,0,5,0,1,5,48,0.31,0.9,privilege_misuse
978,HL7_API,billing,SF,7282,1152,1,5,0,1,7,31,0.02,0.82,audit_log_tampering
3469,PACS,prescriptions,SF,8047,3284,1,2,1,1,13,66,0.16,0.16,credential_sharing
1175,PACS,patient_records,REJ,4417,734,1,2,1,0,20,38,0.19,0.1,data_modification
2719,PACS,billing,S0,6748,6077,1,5,1,1,4,93,0.75,0.47,insider_data_leakage
2978,PACS,radiology,S0,3739,7673,0,2,0,1,12,83,0.12,0.11,audit_log_tampering
1741,HL7_API,billing,REJ,8833,7359,0,3,1,0,9,84,0.41,0.52,data_modification
1128,EHR,radiology,S0,8171,4959,1,2,0,0,0,42,0.29,0.94,unauthorized_access
2358,HL7_API,patient_records,SF,5997,660,1,4,1,0,15,64,0.89,0.87,credential_sharing
1696,PACS,billing,S0,5338,5071,1,1,0,1,17,33,0.39,0.4,data_modification
3205,HL7_API,lab_results,S0,4240,7218,0,4,1,1,6,57,0.64,0.43,credential_sharing
790,HL7_API,patient_records,REJ,7212,1762,0,1,0,0,8,75,0.16,0.36,normal
152,HL7_API,billing,S0,1513,7038,1,5,0,0,18,74,0.63,0.01,credential_sharing
2590,EHR,billing,S0,6863,2296,1,1,1,1,18,31,0.36,0.07,unauthorized_access
2752,HL7_API,lab_results,SF,4899,1993,0,4,0,0,16,64,0.19,0.41,unauthorized_access
3128,EHR,patient_records,SF,9333,1640,0,5,1,1,2,62,0.4,0.84,audit_log_tampering
3211,PACS,prescriptions,SF,7387,897,0,2,1,1,10,67,0.68,0.83,data_modification
1634,PACS,prescriptions,REJ,3227,1110,1,0,0,0,0,57,0.04,0.42,normal
1441,PACS,prescriptions,S0,3145,2841,0,1,1,1,7,49,0.31,0.73,unauthorized_access
2094,HL7_API,radiology,S0,7129,1033,0,3,0,0,11,13,0.84,0.56,privilege_misuse
2666,PACS,radiology,REJ,6668,3889,0,2,1,1,19,9,0.32,0.75,unauthorized_access
2577,EHR,lab_results,S0,3408,4204,1,4,1,0,13,79,0.98,0.71,policy_violation
1461,PACS,patient_records,SF,2880,4157,1,0,0,0,3,11,0.97,0.16,normal
1200,HL7_API,lab_results,REJ,2251,6946,0,1,0,0,14,37,0.43,0.2,normal
1653,PACS,billing,SF,4900,4188,1,1,1,1,9,21,0.01,0.83,insider_data_leakage
1665,HL7_API,prescriptions,S0,4322,1442,1,1,0,0,0,16,0.34,0.11,normal
448,PACS,lab_results,REJ,7432,7183,1,4,1,0,3,6,0.18,0.67,audit_log_tampering
994,HL7_API,prescriptions,SF,8746,543,0,3,0,1,15,28,0.61,0.91,credential_sharing
2100,PACS,radiology,S0,7142,3376,1,1,0,0,2,48,1.0,0.47,policy_violation
2064,PACS,radiology,SF,3952,98,1,3,0,1,0,65,0.96,0.68,policy_violation
920,HL7_API,billing,S0,5080,6339,1,5,0,0,7,48,0.82,0.72,policy_violation
2608,PACS,radiology,S0,7841,441,1,4,1,1,17,76,0.01,0.19,audit_log_tampering
1055,HL7_API,radiology,S0,4121,6816,0,3,1,1,7,39,0.92,0.17,privilege_misuse
1066,EHR,patient_records,REJ,382,7852,1,2,1,0,13,89,0.5,0.45,unauthorized_access
3538,PACS,lab_results,REJ,3844,4000,1,5,1,0,20,6,0.88,0.22,privilege_misuse
3533,HL7_API,patient_records,REJ,1459,5898,0,5,0,0,2,87,0.09,0.51,data_modification
1779,PACS,prescriptions,S0,4019,3750,0,2,0,0,0,34,0.06,0.47,insider_data_leakage
1915,PACS,prescriptions,REJ,226,1096,1,2,0,0,17,40,0.51,0.55,credential_sharing
2819,EHR,lab_results,REJ,3694,6963,0,4,1,0,13,89,0.34,0.7,policy_violation
863,EHR,patient_records,SF,2470,1287,1,3,0,0,10,15,0.24,0.55,audit_log_tampering
322,HL7_API,radiology,SF,8988,7453,1,1,0,1,14,74,0.73,0.99,data_modification
283,PACS,prescriptions,S0,494,7199,1,1,1,0,4,5,0.74,0.56,unauthorized_access
1290,PACS,billing,REJ,5574,6125,0,1,1,0,16,67,0.85,0.66,audit_log_tampering
644,PACS,radiology,SF,1302,781,1,2,0,1,3,49,0.83,0.27,audit_log_tampering
1364,PACS,lab_results,REJ,9137,6245,1,1,0,0,9,23,0.06,0.87,normal
1283,EHR,patient_records,SF,4729,6227,0,3,0,1,1,96,0.59,0.64,credential_sharing
1672,PACS,lab_results,REJ,3329,1851,1,3,0,1,10,7,0.64,0.26,credential_sharing
425,EHR,prescriptions,S0,1273,3429,1,2,1,1,4,30,0.58,0.98,audit_log_tampering
831,HL7_API,radiology,REJ,8213,5662,1,3,0,1,20,32,0.47,0.81,audit_log_tampering
3371,PACS,prescriptions,SF,2181,3813,0,5,0,0,10,41,0.04,0.67,data_modification
2388,EHR,lab_results,REJ,7129,7381,1,5,1,0,8,55,0.18,0.28,credential_sharing
1638,PACS,prescriptions,REJ,7970,5775,1,1,0,0,4,100,0.54,0.11,insider_data_leakage
2070,HL7_API,radiology,SF,9593,7488,1,4,1,0,12,42,0.37,0.4,insider_data_leakage
1551,HL7_API,lab_results,S0,2065,7028,1,2,1,1,15,29,0.97,0.12,unauthorized_access
1612,HL7_API,radiology,SF,2168,968,1,3,0,1,9,17,0.15,0.89,unauthorized_access
2416,PACS,lab_results,S0,3904,4303,0,3,0,0,8,93,0.41,0.44,data_modification
2179,EHR,radiology,SF,5693,5079,1,4,0,0,1,81,0.24,0.37,policy_violation
448,HL7_API,lab_results,S0,5713,2279,1,2,0,1,2,20,0.8,0.71,insider_data_leakage
330,PACS,prescriptions,SF,4596,5359,0,2,0,1,15,4,0.67,0.55,policy_violation
2298,PACS,billing,REJ,3898,574,0,3,0,0,9,35,0.52,0.67,data_modification
2085,PACS,billing,SF,4325,3776,1,5,0,0,9,82,0.79,0.78,unauthorized_access
1204,EHR,prescriptions,S0,1638,905,0,5,1,0,19,70,0.81,0.9,data_modification
1078,HL7_API,patient_records,SF,3894,4984,1,3,1,1,6,39,0.98,0.49,credential_sharing
1019,PACS,patient_records,REJ,7118,5234,0,1,1,1,12,33,0.58,0.46,data_modification
2308,PACS,radiology,S0,4458,4652,0,1,0,0,9,30,0.33,0.85,normal
3171,HL7_API,radiology,S0,8242,3124,1,1,1,0,14,78,0.87,0.18,privilege_misuse
2355,PACS,radiology,REJ,8213,7665,0,1,1,0,8,63,0.2,0.99,credential_sharing
2089,EHR,patient_records,S0,1321,5319,1,0,0,0,6,30,0.81,0.65,normal
3354,PACS,billing,S0,7113,4471,1,5,0,0,6,3,0.0,0.26,data_modification
2494,EHR,radiology,REJ,9162,6203,0,4,1,0,15,39,0.21,0.13,policy_violation
3588,HL7_API,billing,S0,2114,7777,0,1,0,0,14,13,0.01,0.31,normal
1953,PACS,lab_results,REJ,2375,7510,0,5,1,1,20,71,0.33,0.73,data_modification
222,EHR,radiology,S0,777,5811,1,5,0,1,12,84,0.22,0.25,unauthorized_access
336,PACS,prescriptions,SF,6027,4621,0,2,1,0,2,80,0.86,0.9,insider_data_leakage
2372,HL7_API,radiology,S0,2985,3503,0,1,0,1,18,3,0.66,0.32,data_modification
2620,PACS,prescriptions,S0,8994,5742,1,4,1,1,2,11,0.32,0.59,insider_data_leakage
2577,PACS,billing,S0,7117,1239,0,2,1,1,13,1,0.03,0.67,unauthorized_access
3319,EHR,billing,SF,8994,2701,0,5,0,0,10,86,0.79,0.9,audit_log_tampering
2330,HL7_API,lab_results,SF,3727,917,0,2,1,0,3,27,0.18,0.41,credential_sharing
66,HL7_API,lab_results,S0,1731,2365,0,5,1,1,0,90,0.1,0.02,policy_violation
124,EHR,lab_results,S0,8164,6890,0,3,1,1,0,57,0.52,0.95,insider_data_leakage
267,EHR,billing,REJ,2058,4446,0,0,0,0,5,54,0.12,0.79,normal
2985,EHR,lab_results,S0,2722,5232,0,3,1,1,11,71,0.6,0.02,insider_data_leakage
2274,HL7_API,radiology,REJ,1696,6633,1,4,0,1,0,85,0.4,0.58,policy_violation
161,EHR,prescriptions,S0,7064,7202,1,4,0,0,2,1,0.71,0.31,unauthorized_access
932,HL7_API,prescriptions,SF,2000,7847,0,3,1,1,8,92,0.23,0.58,data_modification
3107,HL7_API,patient_records,SF,7715,3519,0,2,1,1,4,27,0.06,0.29,privilege_misuse
2254,EHR,prescriptions,REJ,2747,6151,1,5,1,0,7,12,0.79,0.64,audit_log_tampering
1913,EHR,radiology,SF,7816,6398,1,2,0,0,5,26,0.98,0.52,data_modification
1451,EHR,prescriptions,SF,2811,1667,0,1,0,0,16,82,0.45,0.4,audit_log_tampering
456,EHR,billing,SF,6434,3192,1,4,1,0,19,17,0.2,0.01,unauthorized_access
2989,EHR,lab_results,S0,1306,3428,0,1,0,1,11,92,0.33,0.35,unauthorized_access
3089,PACS,radiology,S0,3902,2812,1,4,1,1,3,70,0.81,0.14,insider_data_leakage
3538,HL7_API,prescriptions,S0,7433,7956,0,0,0,0,12,73,0.11,0.74,normal
2500,EHR,billing,S0,6852,3990,1,1,0,0,9,24,0.25,0.9,normal
3006,EHR,radiology,S0,4622,7053,0,5,0,0,9,54,0.52,0.24,audit_log_tampering
384,PACS,lab_results,S0,8209,6860,0,1,1,0,14,17,0.22,0.14,policy_violation
1551,PACS,billing,REJ,5941,2138,0,3,1,0,18,73,0.35,0.01,data_modification
596,EHR,prescriptions,SF,7684,1709,0,4,0,1,3,52,0.43,0.55,insider_data_leakage
2221,HL7_API,billing,S0,3521,7778,1,2,0,0,17,66,0.09,0.52,policy_violation
3489,PACS,lab_results,SF,6489,6869,1,2,1,1,3,50,0.41,0.05,data_modification
2744,HL7_API,patient_records,SF,2050,1454,0,1,0,1,12,1,0.83,0.65,credential_sharing
2865,EHR,patient_records,REJ,2287,2618,1,4,0,0,14,3,0.18,0.43,audit_log_tampering
1583,HL7_API,prescriptions,S0,5960,5349,0,5,1,0,18,20,0.51,0.99,privilege_misuse
1969,PACS,radiology,S0,9095,7746,1,3,1,0,1,15,0.95,0.54,insider_data_leakage
1952,EHR,prescriptions,REJ,6145,5418,0,2,1,1,0,44,0.97,0.13,privilege_misuse
2776,PACS,patient_records,SF,7153,1077,1,1,0,0,7,24,0.84,0.81,normal
1763,HL7_API,patient_records,S0,3059,2976,0,4,1,0,2,30,0.05,0.37,data_modification
155,EHR,patient_records,S0,8552,7142,1,4,1,0,8,26,0.95,0.78,data_modification
1154,EHR,lab_results,REJ,2342,4466,0,3,1,0,10,62,0.36,0.62,data_modification
2652,EHR,patient_records,SF,4599,6267,0,1,0,0,3,56,0.62,0.52,normal
320,HL7_API,patient_records,REJ,3407,2721,0,1,1,1,16,80,0.93,0.61,data_modification
721,PACS,radiology,SF,8410,2516,0,5,0,0,8,79,0.67,0.78,unauthorized_access
3153,EHR,lab_results,S0,3882,3942,0,5,1,1,18,10,0.1,0.18,insider_data_leakage
1525,EHR,radiology,SF,8167,3575,0,5,0,1,9,21,0.19,0.49,policy_violation
1873,PACS,patient_records,REJ,9051,5060,1,1,1,0,7,73,0.69,0.79,credential_sharing
3025,HL7_API,prescriptions,SF,1404,6277,0,3,0,0,8,81,0.47,0.02,credential_sharing
290,PACS,patient_records,SF,901,7509,0,2,1,0,16,48,0.81,0.54,credential_sharing
579,PACS,prescriptions,REJ,2904,4056,1,5,1,0,10,66,0.84,0.26,policy_violation
1761,PACS,prescriptions,S0,5234,6329,1,2,1,1,20,76,0.37,0.75,credential_sharing
40,EHR,patient_records,SF,4928,7658,0,3,0,0,6,5,0.82,0.77,insider_data_leakage
736,HL7_API,radiology,REJ,3973,7802,0,4,0,1,19,81,0.82,0.03,data_modification
377,HL7_API,patient_records,SF,793,6737,0,2,0,1,11,19,0.6,0.25,credential_sharing
2061,EHR,prescriptions,S0,5109,3565,0,1,0,0,17,31,0.67,0.63,normal
2674,PACS,patient_records,REJ,6714,4971,1,1,0,0,15,73,0.78,0.94,normal
2421,PACS,prescriptions,REJ,3387,5926,0,5,1,0,14,32,0.31,0.39,policy_violation
2425,EHR,patient_records,S0,2997,2740,1,5,0,0,5,5,0.26,0.45,insider_data_leakage
3257,HL7_API,lab_results,REJ,6710,1633,0,1,1,1,0,18,0.02,0.24,data_modification
2500,HL7_API,lab_results,S0,5325,4181,0,2,1,0,7,67,0.97,0.06,data_modification
269,EHR,patient_records,REJ,876,6388,0,1,0,0,19,77,0.03,0.27,normal
270,PACS,lab_results,S0,8095,5056,0,5,1,1,0,17,0.04,0.47,insider_data_leakage
3228,EHR,prescriptions,SF,3951,7527,0,1,0,0,1,53,0.39,0.71,normal
3122,PACS,prescriptions,SF,5200,5867,1,4,1,1,15,48,0.09,0.36,unauthorized_access
3016,PACS,radiology,SF,3864,5816,1,0,0,0,14,100,0.13,0.79,normal
1569,EHR,prescriptions,REJ,1406,2780,0,1,0,1,20,14,0.52,0.96,data_modification
448,EHR,prescriptions,S0,2789,6077,0,5,0,0,7,64,0.08,0.08,policy_violation
2227,EHR,lab_results,SF,1838,7895,0,2,0,1,8,14,0.7,0.5,policy_violation
